24:00基础模型,边界预测方法,评价对象,月份,样本数,MAE,RMSE,WAPE_percent,Bias,MAPE_percent,R2
XGBoost,目标时刻上周同期,次日00:10端点,2,28,135.10779642857145,161.49541001689823,4.298614864703059,26.674939285714263,4.620220952150646,0.8860990236393771
XGBoost,目标时刻上周同期,最后10分钟区间平均,2,28,83.37756611328122,106.74479280910172,2.664633037461021,17.237406863839265,2.828159722598724,0.942290805037073
XGBoost,目标时刻上周同期,次日00:10端点,3,31,121.72125161290325,145.74115014010064,3.8268622141926993,-3.6276774193548413,3.887229930310439,0.887998286947266
XGBoost,目标时刻上周同期,最后10分钟区间平均,3,31,94.47527424395165,107.43302121466428,2.975397726321387,-12.199215788810482,3.0490352417061737,0.9358816043205027
XGBoost,目标时刻上周同期,次日00:10端点,4,30,121.08564333333332,142.99663856581503,3.8298270305985476,3.329303333333352,3.9266548206591567,0.9084120379386875
XGBoost,目标时刻上周同期,最后10分钟区间平均,4,30,107.63047084635423,127.44593227237881,3.4151285337379975,1.7883788802083018,3.462655633266128,0.926683814877671
XGBoost,目标时刻上周同期,次日00:10端点,5,31,131.80992580645162,193.31629059868152,4.118922164341994,-34.0116290322581,4.003649275743595,0.8620814188347904
XGBoost,目标时刻上周同期,最后10分钟区间平均,5,31,117.27702222782261,180.83379514345265,3.6415723583233404,-18.542904359878996,3.628876207539866,0.8732048424150938
XGBoost,目标时刻上周同期,次日00:10端点,6,30,269.58173999999997,365.6527858341371,7.003782722322012,-145.0489933333333,7.133477792080275,0.4853117594519899
XGBoost,目标时刻上周同期,最后10分钟区间平均,6,30,218.72018206380213,303.2663511520724,5.6909491120955815,-76.84450724609381,5.7820810018715765,0.605853454442588
XGBoost,目标时刻上周同期,次日00:10端点,7,31,265.6172419354839,353.2032119016669,6.170681522843119,-64.91960322580644,6.157927479863852,0.4748242297083973
XGBoost,目标时刻上周同期,最后10分钟区间平均,7,31,215.9564126008063,297.45330777045325,4.989281483454619,9.859705380544286,5.181503956720455,0.6131588061016844
